,Run,Model,Dataset,Window,Time,Loss,Accuracy,F1,MCC,Precision,Recall,Epoch
5394,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.029095,0.34192273020744324,0.8747016706443914,0.8777441511101131,0.8148190307040175,0.864494338918957,0.9054492291334396,0.21
5395,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.05840666666666667,0.28776222467422485,0.9200477326968973,0.9196438883029843,0.8727563347866307,0.9164583533122356,0.9231886534518113,0.43
5396,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.0878,0.5296409726142883,0.8872315035799523,0.8903661279340516,0.836567437502645,0.8777631073519375,0.920593149540518,0.64
5397,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.11726666666666666,0.24457809329032898,0.9385441527446301,0.9388772914824792,0.9027372605478738,0.934942610809669,0.9439033189033189,0.86
5398,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.146805,0.25368428230285645,0.9343675417661098,0.9346737468701809,0.8966947963108255,0.9285870927318296,0.9423274094326725,1.07
5399,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.17636333333333332,0.293824166059494,0.918854415274463,0.9203924907953409,0.8791839184148458,0.9071614968379221,0.9428267638793955,1.29
5400,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.205925,0.1889248937368393,0.9576372315035799,0.9578362986571326,0.9330635686276865,0.9525202101144825,0.9638129414445205,1.5
5401,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.23552499999999998,0.23620948195457458,0.9498806682577565,0.9505577457613095,0.9232012641082967,0.9413723953660007,0.963461684514316,1.72
5402,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.26516666666666666,0.12249361723661423,0.9689737470167065,0.9692254572404734,0.9511927218463979,0.9639853709651783,0.9753588516746411,1.93
5403,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.29485666666666666,0.12353131175041199,0.9689737470167065,0.9691479249938246,0.9511472814820476,0.9636953181299438,0.9753588516746411,2.15
5404,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.32452,0.14779794216156006,0.9647971360381862,0.9649020981613731,0.944705269358683,0.9596222409616106,0.971379205589732,2.36
5405,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.35420166666666664,0.0964624434709549,0.9767303102625299,0.9768198744166425,0.9631746418214907,0.9727070692038048,0.9813188273714589,2.58
5406,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.3838916666666667,0.12428417801856995,0.9719570405727923,0.9721761846309226,0.9563555107504569,0.9651139260100555,0.9805479608111186,2.79
5407,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.41356166666666666,0.12231286615133286,0.9743436754176611,0.9745136744589318,0.9597342991976086,0.9689327207636743,0.9809333940912889,3.0
5408,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.4432716666666667,0.0963861495256424,0.9821002386634845,0.9821435281745915,0.9714453919626063,0.9812074536350394,0.9832877648667123,3.22
5409,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.47296166666666667,0.11015032231807709,0.9779236276849642,0.9780526522292056,0.9652122602601754,0.9733640720774653,0.9833143464722413,3.43
5410,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.50265,0.14566494524478912,0.9713603818615751,0.9715581625791668,0.9548299122043924,0.9674110985770179,0.976545530492899,3.65
5411,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.5323266666666667,0.1121918335556984,0.9797136038186157,0.9797517280293412,0.9677025412560605,0.9776170052438169,0.9821010860484546,3.86
5412,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.5620066666666668,0.1572902798652649,0.9701670644391408,0.9701367292763439,0.9528164068814489,0.9669506437370009,0.9741493886230729,4.08
5413,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.5916966666666668,0.14358928799629211,0.9785202863961814,0.9786026010774337,0.9660503551431083,0.9742999138042202,0.9833105491000228,4.29
5414,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.6213633333333334,0.11728405952453613,0.9809069212410502,0.9809349550737343,0.9695441787022565,0.9790609789931018,0.9828947368421054,4.51
5415,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.6510950000000001,0.10926415771245956,0.9809069212410502,0.9809496848384743,0.9696155638414037,0.9783556072103062,0.9836959823801928,4.72
5416,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.6807850000000001,0.10995069146156311,0.9815035799522673,0.9815240463071131,0.9704550405392534,0.9806785424421687,0.9824903167008431,4.94
5417,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.7104783333333333,0.16142545640468597,0.9755369928400954,0.9756777049375162,0.9616173261993967,0.9700261118476732,0.9821276676539834,5.15
5418,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.7403100000000001,0.17408636212348938,0.9737470167064439,0.9739016328971101,0.9588786635409664,0.9677696590374203,0.9809371914635072,5.36
5419,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.7701066666666667,0.1360931545495987,0.9779236276849642,0.9780075779584241,0.9650724634510014,0.9738784172734686,0.9825131009341536,5.58
5420,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.799775,0.10769899189472198,0.9809069212410502,0.9809730789004832,0.9697948553454376,0.9769834892084281,0.9852984734563682,5.79
5421,DNABERT1 k6  Splice  Malaria200,DNABERT1_k6,PF_r57_200,200,0.82943,0.15003147721290588,0.9791169451073986,0.9792385816245935,0.9671641274012267,0.97418166954801,0.9849092428039796,6.01
